cod_aero,aeropuerto,ciudad,pais,latitud,longitud
PABL,Buckland Airport,Buckland,EE.UU.,65.9815979,-161.1490021
PAIK,Bob Baker Memorial Airport,Kiana,EE.UU.,66.97599792,-160.4369965
PAOB,Kobuk Airport,Kobuk,EE.UU.,66.91230011,-156.8970032
PFNO,Robert (Bob) Curtis Memorial Airport,Noorvik,EE.UU.,66.81790161,-161.0189972
PASK,Selawik Airport,Selawik,EE.UU.,66.60009766,-159.9859924
PFKT,Brevig Mission Airport,Brevig Mission,EE.UU.,65.33129883,-166.4660034
PFEL,Elim Airport,Elim,EE.UU.,64.61470032,-162.2720032
PAGL,Golovin Airport,Golovin,EE.UU.,64.55049896,-163.0070038
PATE,Teller Airport,Teller,EE.UU.,65.24040222,-166.3390045
PAIW,Wales Airport,Wales,EE.UU.,65.622593,-168.095
PAWM,White Mountain Airport,White Mountain,EE.UU.,64.68920136,-163.4129944
PAKK,Koyuk Alfred Adams Airport,Koyuk,EE.UU.,64.9394989,-161.154007
PAMK,St Michael Airport,St. Michael,EE.UU.,63.49010086,-162.1100006
PFSH,Shaktoolik Airport,Shaktoolik,EE.UU.,64.37110138,-161.223999
PATC,Tin City Long Range Radar Station Airport,Tin City,EE.UU.,65.56310272,-167.9219971
PAAK,Atka Airport,Atka,EE.UU.,52.22029877,-174.2059937
PAKO,Nikolski Air Station,Nikolski,EE.UU.,52.9416008,-168.848999
PACY,Yakataga Airport,Yakataga,EE.UU.,60.080974,-142.494541
PAUK,Alakanuk Airport,Alakanuk,EE.UU.,62.68004227,-164.6599274
PAKI,Kipnuk Airport,Kipnuk,EE.UU.,59.93299866,-164.0310059
PAKF,False Pass Airport,False Pass,EE.UU.,54.84740067,-163.4100037
EGHA,Compton Abbas Aerodrome,Shaftesbury,Reino Unido ,50.96720123,-2.153609991
UKHP,Suprunovka Airport,Poltava,Ucrania ,49.5685997,34.39720154
HSAW,Aweil Airport,Aweil,Sudán ,8.767000198,27.39999962
HSWW,Wau Airport,Wau,Sudán ,7.725830078,27.97500038
HAHU,Humera Airport,Humera,Etiopía ,14.25,36.58300018
HKMY,Moyale Airport,Moyale,Kenia ,3.46972,39.101398
GMAZ,Zagora Airport,Zagora,Marruecos ,30.32029915,-5.866670132
GFYE,Yengema Airport,Yengema,Sierra Leona ,8.610469818,-11.04539967
GFGK,Gbangbatok Airport,Gbangbatok,Sierra Leona ,7.767000198,-12.38300037
PAOU,Nelson Lagoon Airport,Nelson Lagoon,EE.UU.,56.00749969,-161.1600037
PAAL,Port Moller Airport,Cold Bay,EE.UU.,56.00600052,-160.5610046
PAKW,Klawock Airport,Klawock,EE.UU.,55.57920074,-133.076004
PAQH,Quinhagak Airport,Quinhagak,EE.UU.,59.7551,-161.845
PFKO,Kotlik Airport,Kotlik,EE.UU.,63.0306015,-163.5330048
OKAS,Ali Al Salem Air Base,Kuwait,Kuwait ,29.34670067,47.52080154
YREN,Renmark Airport,Renmark,Australia ,-34.19639969,140.673996
YLEC,Leigh Creek Airport,Leigh Creek,Australia ,-30.59830093,138.4259949
YWBR,Warburton Airport,Warburton Community,Australia ,-26.12829971,126.5830002
YCUN,Cunderdin Airport,Cunderdin,Australia ,-31.62220001,117.2170029
YRTI,Rottnest Island Airport,Rottnest Island,Australia ,-32.006699,115.540001
YFRT,Forrest Airport,Forrest,Australia ,-30.83810043,128.1150055
YBLT,Ballarat Airport,Ballarat,Australia ,-37.51169968,143.7910004
CPV8,Keewaywin Airport,Keewaywin,Canadá ,52.99110031,-92.83640289
CYSP,Marathon Airport,Marathon,Canadá ,48.75529861,-86.3443985
CYHF,Hearst René Fontaine Municipal Airport,Hearst,Canadá ,49.71419907,-83.68609619
CYHN,Hornepayne Municipal Airport,Hornepayne,Canadá ,49.19309998,-84.7589035
CYKX,Kirkland Lake Airport,Kirkland Lake,Canadá ,48.21030045,-79.98139954
CYMG,Manitouwadge Airport,Manitouwadge,Canadá ,49.08390045,-85.86060333
CYXZ,Wawa Airport,Wawa,Canadá ,47.96670151,-84.78669739
CYEM,Manitoulin East Municipal Airport,Manitowaning,Canadá ,45.84280014,-81.85810089
CKD9,Slate Falls Airport,Slate Falls,Canadá ,51.13000107,-91.66560364
CNY3,Collingwood Airport,Collingwood,Canadá ,44.44919968,-80.15830231
CYFD,Brantford Municipal Airport,Brantford,Canadá ,43.13140106,-80.34249878
PFKU,Koyukuk Airport,Koyukuk,EE.UU.,64.87609863,-157.727005
PACM,Scammon Bay Airport,Scammon Bay,EE.UU.,61.84529877,-165.5709991
PANO,Nondalton Airport,Nondalton,EE.UU.,59.98020172,-154.8390045
YMCO,Mallacoota Airport,Mallacoota,Australia ,-37.59830093,149.7200012
OEAO,Majeed Bin Abdulaziz Airport,Al-Ula,Arabia Saudita ,26.48,38.12888889
PADY,Kongiganak Airport,Kongiganak,EE.UU.,59.96080017,-162.8809967
YYND,Yuendumu Airport,Yuendumu ,Australia ,-22.25419998,131.7819977
PAFS,Nikolai Airport,Nikolai,EE.UU.,63.0186,-154.358002
WADL,Lombok International Airport,Praya,Indonesia ,-8.757322,116.276675
CAV3,One Hundred Mile House Airport,One Hundred Mile House,Canadá ,51.64250183,-121.3069992
CZML,South Cariboo Region / 108 Mile Airport,108 Mile Ranch,Canadá ,51.73609924,-121.3330002
EGEG,Glasgow City Heliport,Glasgow,Reino Unido ,55.86138916,-4.296944141
YYRM,Yarram Airport,Yarram,Australia ,-38.56669998,146.7550049
ZBHD,Handan Airport,Handan,China ,36.52583333,114.4255556
PFAK,Akiak Airport,Akiak,EE.UU.,60.9029007,-161.2310028
PAWI,Wainwright Airport,Wainwright,EE.UU.,70.63800049,-159.9949951
PFCB,Chenega Bay Airport,Chenega,EE.UU.,60.07730103,-147.9920044
EPMO,Modlin Airport,Warsaw,Polonia ,52.451099,20.6518
ZYJX,Jixi Xingkaihu Airport,Jixi,China ,45.293,131.193
PFTO,Tok Junction Airport,Tok,EE.UU.,63.32949829,-142.9539948
CYGM,Gimli Industrial Park Airport,Gimli,Canadá ,50.62810135,-97.04329681
CJT2,Matheson Island Airport,Matheson Island,Canadá ,51.73220062,-96.93440247
PACR,Circle City /New/ Airport,Circle,EE.UU.,65.830498,-144.076008
PASL,Sleetmute Airport,Sleetmute,EE.UU.,61.70050049,-157.1660004
PAHV,Healy River Airport,Healy,EE.UU.,63.86619949,-148.9689941
RPSD,Cesar Lim Rodriguez Airport,Taytay,Filipinas ,10.81874,119.507697
EDAJ,Gera-Leumnitz Airfield,Gera,Alemania ,50.881668,12.135833
PAQC,Klawock Seaplane Base,Klawock,EE.UU.,55.55469894,-133.102005
EHTL,Terlet Glider Field,Arnhem,Países Bajos ,52.057201,5.92444
ZURK,Shigatse Air Base,Shigatse,China ,29.3519,89.311401
PAMH,Minchumina Airport,Lake Minchumina,EE.UU.,63.886002,-152.302002
PAML,Manley Hot Springs Airport,Manley Hot Springs,EE.UU.,64.99759674,-150.6439972
KMRB,Eastern WV Regional Airport/Shepherd Field,Martinsburg,EE.UU.,39.40190125,-77.98459625
EDLO,Oerlinghausen Airport,TELGTE,Alemania ,51.93222046,8.66166687
KUZA,Rock Hill - York County Airport,Rock Hill,EE.UU.,34.9878006,-81.05719757
SEII,General Villamil Airport,Isabela,Ecuador ,-0.942628026,-90.95300293
LSXB,Balzers Heliport,Balzers,Suiza ,47.0681,9.48111
LOGG,Flugplatz Punitz,Punitz-Guessing,Austria ,47.14653,16.316843
UKLH,Khmelnytskyi Airport,Khmeinitskiy,Ucrania ,49.359699,26.933399
RJBH,Hiroshimanishi Airport,Hiroshima,Japón ,34.3669014,132.4140015
YYTA,Yalata Mission Airport,Yalata,Australia ,-31.47060013,131.8249969
KAGC,Allegheny County Airport,Pittsburgh,EE.UU.,40.35440063,-79.93019867
KVQQ,Cecil Airport,Jacksonville,EE.UU.,30.21870041,-81.87670136
KFTY,Fulton County Airport Brown Field,Atlanta,EE.UU.,33.77909851,-84.52140045
YWYM,Wyndham Airport,Wyndham,Australia ,-15.51140022,128.1529999
CBW4,Bob Quinn Lake Airport,Bob Quinn Lake,Canadá ,56.96670151,-130.25
HTMR,Msembe Airport,Msembe,Tanzania ,-7.684811,34.922282
KOSU,The Ohio State University Airport - Don Scott Field,Columbus,EE.UU.,40.0798,-83.072998
KADS,Addison Airport,Addison,EE.UU.,32.96860123,-96.83640289
KDTS,Destin Executive Airport,Destin,EE.UU.,30.40010071,-86.47149658
KISO,Kinston Regional Jetport At Stallings Field,Kinston,EE.UU.,35.33140183,-77.6088028
KFFA,First Flight Airport,Kill Devil Hills,EE.UU.,36.01819992,-75.6713028
KPVU,Provo Municipal Airport,Provo,EE.UU.,40.21920013,-111.7229996
KSBS,Steamboat Springs Bob Adams Field,Steamboat Springs,EE.UU.,40.5163002,-106.8659973
EDAL,Fuerstenwalde Airport,Furstenwalde,Alemania ,52.3905983,14.09720039
EDAV,Eberswalde-Finow Airport,Eberswalde,Alemania ,52.82722092,13.69361115
KDTA,Delta Municipal Airport,Delta,EE.UU.,39.38059998,-112.5080032
KRIF,Richfield Municipal Airport,Richfield,EE.UU.,38.7364006,-112.098999
KPUC,Carbon County Regional/Buck Davis Field,Price,EE.UU.,39.61389923,-110.7509995
KLAM,Los Alamos Airport,Los Alamos,EE.UU.,35.87979889,-106.2689972
KHII,Lake Havasu City Airport,Lake Havasu City,EE.UU.,34.571098,-114.358002
KINW,Winslow Lindbergh Regional Airport,Winslow,EE.UU.,35.02190018,-110.7229996
KDGL,Douglas Municipal Airport,Douglas,EE.UU.,31.34259987,-109.5059967
KBOW,Bartow Municipal Airport,Bartow,EE.UU.,27.94339943,-81.78340149
KLVK,Livermore Municipal Airport,Livermore,EE.UU.,37.69340134,-121.8199997
KMPI,Mariposa Yosemite Airport,Mariposa,EE.UU.,37.51089859,-120.0400009
KTRM,Jacqueline Cochran Regional Airport,Palm Springs,EE.UU.,33.62670135,-116.1600037
KSMO,Santa Monica Municipal Airport,Santa Monica,EE.UU.,34.01580048,-118.4509964
KUDD,Bermuda Dunes Airport,Palm Springs,EE.UU.,33.74840164,-116.2750015
KSDL,Scottsdale Airport,Scottsdale,EE.UU.,33.6228981,-111.9110031
KOLM,Olympia Regional Airport,Olympia,EE.UU.,46.9693985,-122.9029999
KDWA,Yolo County Davis Woodland Winters Airport,Davis-Woodland-Winters,EE.UU.,38.57910156,-121.8570023
KRIL,Garfield County Regional Airport,Rifle,EE.UU.,39.526299,-107.726997
KSAA,Shively Field,SARATOGA,EE.UU.,41.444901,-106.823997
KPDK,DeKalb Peachtree Airport,Atlanta,EE.UU.,33.87559891,-84.30200195
KBMG,Monroe County Airport,Bloomington,EE.UU.,39.14599991,-86.61669922
KSUA,Witham Field,Stuart,EE.UU.,27.18169975,-80.22109985
KMMU,Morristown Municipal Airport,Morristown,EE.UU.,40.79940033,-74.41490173
KAPC,Napa County Airport,Napa,EE.UU.,38.2132,-122.280998
KSDM,Brown Field Municipal Airport,San Diego,EE.UU.,32.57229996,-116.9800034
KVNC,Venice Municipal Airport,Venice,EE.UU.,27.07159996,-82.44029999
KPHK,Palm Beach County Glades Airport,Pahokee,EE.UU.,26.78499985,-80.69339752
KECP,Northwest Florida Beaches International Airport,Panama City,EE.UU.,30.357106,-85.795414
KSBD,San Bernardino International Airport,San Bernardino,EE.UU.,34.09540176,-117.2350006
KSQL,San Carlos Airport,San Carlos,EE.UU.,37.51190186,-122.25
KRWI,Rocky Mount Wilson Regional Airport,Rocky Mount,EE.UU.,35.85630035,-77.89189911
PAWR,Whittier Airport,Whittier,EE.UU.,60.77719879,-148.7220001
PASX,Soldotna Airport,Soldotna,EE.UU.,60.47570038,-151.0339966
KSEE,Gillespie Field,El Cajon,EE.UU.,32.82619858,-116.9720001
KNUC,San Clemente Island Naval Auxiliary Landing Field,San Clemente Island,EE.UU.,33.02270126,-118.5879974
FA08,Orlampa Inc Airport,Forties Alpha,Reino Unido ,28.16699982,-81.80809784
KTRK,Truckee Tahoe Airport,Truckee,EE.UU.,39.31999969,-120.1399994
KRYY,Cobb County-Mc Collum Field,Atlanta,EE.UU.,34.01319885,-84.59860229
EDCS,Saarmund Airport,Saarmund,Alemania ,52.30833435,13.10055637
K4U9,Dell Flight Strip,Dell,EE.UU.,44.7356987,-112.7200012
KLVM,Mission Field,Livingston-Montana,EE.UU.,45.69940186,-110.447998
K6S0,Big Timber Airport,Big Timber,EE.UU.,45.8064003,-109.9810028
KBIV,Tulip City Airport,Holland,EE.UU.,42.74290085,-86.10739899
UT25,Monument Valley Airport,Monument Valley,EE.UU.,37.01670074,-110.2009964
KJRA,West 30th St. Heliport,New York,EE.UU.,40.754501,-74.007103
LSPO,Olten Airport,Olten,Suiza ,47.3443985,7.88944006
LSZC,Buochs Airport,Buochs,Suiza ,46.974444,8.396944
LSPM,Ambri Airport,Quinto,Suiza ,46.512501,8.68978
LSML,Lodrino Air Base,Lodrino,Suiza ,46.29589844,8.99213028
LKRO,Roudnice Airport,Roudnice nad Lebem,República Checa ,50.41059875,14.2261
LKUL,Usti Nad Labem Airfield,Usti Nad Labem,República Checa ,50.699699,13.9697
LOSM,Mauterndorf Airport,Mauterndorf,Austria ,47.13249969,13.69690037
LOKN,Nötsch Im Gailtal Airport,Notsch Im Gailtal,Austria ,46.58110046,13.62919998
EDTK,Sinsheim Airfield,Karlsruhe,Alemania ,49.2472,8.8938
EDGZ,Weinheim/Bergstraße Airport,Weinheim,Alemania ,49.56750107,8.610555649
KLAL,Lakeland Linder International Airport,Lakeland,EE.UU.,27.988899,-82.018602
KIDL,Indianola Municipal Airport,New York,EE.UU.,33.485699,-90.678902
KF70,French Valley Airport,Murrieta-Temecula,EE.UU.,33.57419968,-117.1279984
KPCW,Carl R Keller Field,Port Clinton,EE.UU.,41.5163002,-82.86869812
KMGY,Dayton-Wright Brothers Airport,Dayton,EE.UU.,39.5890007,-84.22489929
RCGM,Taoyuan Air Base,Taoyuan,Taiwan ,25.05660057,121.2442627
BGUM,Uummannaq Heliport,Uummannaq,Groenlandia ,70.68042793,-52.11163044
ZBYZ,Bayannur Tianjitai Airport,Bayannur,China ,40.926,107.7428
KRID,Richmond Municipal Airport,Richmond,EE.UU.,39.75719833,-84.84279633
KFDY,Findlay Airport,Findley,EE.UU.,41.01350021,-83.66870117
EPIR,Inowroclaw Military Air Base,Inowroclaw,Polonia ,52.82939911,18.33060074
EPPR,Pruszcz Gdanski Air Base,Pruszcz Gdansk,Polonia ,54.248001,18.6716
KSPF,Black Hills Airport-Clyde Ice Field,Spearfish-South Dakota,EE.UU.,44.4803009,-103.7829971
KOLV,Olive Branch Airport,Olive Branch,EE.UU.,34.97869873,-89.78690338
KBJC,Rocky Mountain Metropolitan Airport,Broomfield-CO,EE.UU.,39.90879822,-105.1169968
KSLE,Salem Municipal Airport/McNary Field,Salem,EE.UU.,44.90950012,-123.0029984
KUTA,Tunica Municipal Airport,Tunica,EE.UU.,34.68099976,-90.34670258
KMWC,Lawrence J Timmerman Airport,Milwaukee,EE.UU.,43.110401,-88.034401
KJVL,Southern Wisconsin Regional Airport,Janesville,EE.UU.,42.62030029,-89.04160309
KGKY,Arlington Municipal Airport,Arlington,EE.UU.,32.66389847,-97.09429932
KLZU,Gwinnett County Briscoe Field,Lawrenceville,EE.UU.,33.97809982,-83.96240234
VI73,Nagaur Airport,Nagaur,India ,27.20829964,73.71140289
KBWG,Bowling Green Warren County Regional Airport,Bowling Green,EE.UU.,36.96450043,-86.41970062
CYRQ,Trois-Rivières Airport,Trois Rivieres,Canadá ,46.35279846,-72.67939758
KRVS,Richard Lloyd Jones Jr Airport,Tulsa,EE.UU.,36.03960037,-95.98459625
KBCE,Bryce Canyon Airport,Bryce Canyon,EE.UU.,37.70640183,-112.1449966
KBUY,Burlington Alamance Regional Airport,Burlington,EE.UU.,36.04850006,-79.47489929
KIXD,New Century Aircenter Airport,Olathe,EE.UU.,38.83089828,-94.89029694
EGPT,Perth/Scone Airport,Perth,Reino Unido ,56.43920135,-3.372220039
EGCK,Caernarfon Airport,Caernarfon,Reino Unido ,53.101819,-4.337614
EDLF,Grefrath-Niershorst Airport,Grefrath,Alemania ,51.33388901,6.359444141
KESN,Easton Newnam Field,Easton,EE.UU.,38.80419922,-76.06900024
ESNY,Söderhamn Airport,Soderhamn,Suecia ,61.26150131,17.09910011
EINC,Newcastle Aerodrome,Newcastle,Irlanda ,53.07109833,-6.04527998
VLSV,Saravane Airport,Saravane,Laos ,15.70943921,106.4106989
EDAI,Segeletz Airport,Segeletz,Alemania ,52.82666779,12.54194355
LEFM,Fuentemilanos Airport,Segovia,España ,40.88861084,-4.237500191
RJOE,Akeno Airport,Akeno,Japón ,34.53329849,136.6719971
KMYV,Yuba County Airport,Yuba City,EE.UU.,39.09780121,-121.5699997
KDUC,Halliburton Field,Duncan,EE.UU.,34.47090149,-97.9598999
KUVA,Garner Field,Uvalde,EE.UU.,29.2112999,-99.74359894
KLOT,Lewis University Airport,Lockport,EE.UU.,41.6072998,-88.09619904
YBEE,Beverley Airport,Mine Site,Australia ,-30.18670082,139.5579987
EIBN,Bantry Aerodrome,Bantry,Irlanda ,51.66859818,-9.48416996
FAAN,Aliwal North Airport,Aliwal North,Sudáfrica ,-30.68000031,26.72999954
FACO,Alkantpan Copper Airport,Alkantpan,Sudáfrica ,-29.90640068,22.31669998
FAAL,Alldays Airport,Alldays,Sudáfrica ,-22.67900085,29.05550003
FABR,Bredasdorp Airport,Barberton,Sudáfrica ,-34.665,20.0628
KCCR,Buchanan Field,Concord,EE.UU.,37.98970032,-122.0569992
HKBU,Bungoma Airport,Bungoma,Kenia ,0.576207995,34.55345154
HKBR,Bura East Airport,Bura,Kenia ,-1.100000024,39.95000076
HKBA,Busia Airport,Busia,Kenia ,0.457085013,34.13027954
HKEM,Embu Airport,Embu,Kenia ,-0.57327,37.49726
HKGT,Garba Tula Airport,Garba Tula,Kenia ,0.533333,38.516667
HKGA,Garissa Airport,Garissa,Kenia ,-0.46350801,39.64830017
HKHO,Hola Airport,Hola,Kenia ,-1.521999955,40.00400162
HKHB,Homa Bay Airport,Homa Bay,Kenia ,-0.600000024,34.46699905
HKIS,Isiolo Airport,Isiolo,Kenia ,0.338170946,37.59169388
HKKR,Kericho Airport,Kericho,Kenia ,-0.3899,35.242093
HKKL,Kilaguni Airport,Kilaguni,Kenia ,-2.910609961,38.06520081
FMME,Antsirabe Airport,Antsirabe,Madagascar ,-19.83922148,47.06371307
FMSL,Bekily Airport,Bekily,Madagascar ,-24.23569475,45.30452728
07FA,Ocean Reef Club Airport,Ocean Reef Club Airport,EE.UU.,25.3253994,-80.27480316
KUNI,Ohio University Snyder Field,Athens,EE.UU.,39.21099854,-82.23139954
KSGH,Springfield-Beckley Municipal Airport,Springfield,EE.UU.,39.84030151,-83.84020233
KTOP,Philip Billard Municipal Airport,Topeka,EE.UU.,39.06869888,-95.62249756
2XS8,Benson Airstrip,Uvalde,EE.UU.,29.22940063,-99.82389832
K2I3,Rough River State Park Airport,Null,EE.UU.,37.610022,-86.507262
KMQY,Smyrna Airport,Smyrna,EE.UU.,36.00899887,-86.52010345
KUOS,Franklin County Airport,Sewanee,EE.UU.,35.20510101,-85.89810181
EDCP,Peenemünde Airport,Peenemunde,Alemania ,54.15777969,13.77444363
EPGO,Góraszka Airport,Goraszka,Polonia ,52.18444061,21.28111076
WI1A,Nusawiru Airport,Nusawiru,Indonesia ,-7.719895,108.488995
KTKI,Collin County Regional At Mc Kinney Airport,DALLAS,EE.UU.,33.17789841,-96.59049988
SETI,Tiputini Airport,Tiputini,Ecuador ,-0.776111007,-75.52639771
SESM,Rio Amazonas Airport,Pastaza,Ecuador ,-1.505239964,-78.06269836
KPWK,Chicago Executive Airport,Chicago-Wheeling,EE.UU.,42.114222,-87.901494
KKLS,Southwest Washington Regional Airport,Kelso,EE.UU.,46.11800003,-122.8980026
KILN,Wilmington Airpark,Wilmington,EE.UU.,39.42789841,-83.792099
OABT,Bost Airport,Lashkar Gah,Afganistán ,31.55970001,64.36499786
UBBL,Lankaran International Airport,Lankaran,Azerbaiyán ,38.74639893,48.81800079
UBBQ,Gabala International Airport,Qabala,Azerbaiyán ,40.826667,47.7125
UBBY,Zaqatala International Airport,Zaqatala,Azerbaiyán ,41.562222,46.667221
KAVQ,Marana Regional Airport,Tucson,EE.UU.,32.4095993,-111.2180023
KCGZ,Casa Grande Municipal Airport,Casa Grande,EE.UU.,32.954899,-111.766998
1AZ0,Mobile Airport,Mobile,EE.UU.,33.11190033,-112.2689972
ZUQJ,Qianjiang Wulingshan Airport,Qianjiang,China ,29.51333333,108.8311111
KBXK,Buckeye Municipal Airport,Buckeye,EE.UU.,33.42039871,-112.685997
KE63,Gila Bend Municipal Airport,Gila Bend,EE.UU.,32.95809937,-112.6780014
KMMI,McMinn County Airport,Athens,EE.UU.,35.39730072,-84.56259918
KSTK,Sterling Municipal Airport,Sterling,EE.UU.,40.61529922,-103.2649994
KRWL,Rawlins Municipal Airport/Harvey Field,Rawlins,EE.UU.,41.80559921,-107.1999969
KCDW,Essex County Airport,Caldwell,EE.UU.,40.87519836,-74.28140259
KAIZ,Lee C Fine Memorial Airport,Kaiser Lake Ozark,EE.UU.,38.09600067,-92.54949951
KTVI,Thomasville Regional Airport,Thomasville,EE.UU.,30.90159988,-83.88130188
KHND,Henderson Executive Airport,Henderson,EE.UU.,35.97280121,-115.1340027
KTMA,Henry Tift Myers Airport,Tifton,EE.UU.,31.42900085,-83.4885025
KDVT,Phoenix Deer Valley Airport,Phoenix ,EE.UU.,33.68830109,-112.0830002
KFRG,Republic Airport,Farmingdale,EE.UU.,40.72880173,-73.41339874
WIMG,Tabing Airport,Padang,Indonesia ,-0.874989,100.351997
KHDO,South Texas Regional Airport at Hondo,Hondo,EE.UU.,29.35950089,-99.17669678
PAIN,McKinley National Park Airport,McKinley Park,EE.UU.,63.73260117,-148.9109955
PALH,Lake Hood Airport,Anchorage,EE.UU.,61.186946,-149.965442
PAPR,Prospect Creek Airport,Prospect Creek,EE.UU.,66.81410217,-150.6439972
EGSU,Duxford Aerodrome,Duxford,Reino Unido ,52.090801,0.131944
KHLG,Wheeling Ohio County Airport,Wheeling,EE.UU.,40.17499924,-80.64630127
GA46,Newnan Hospital Heliport,Bengassi,Malí ,33.38090134,-84.8010025
YGKL,Great Keppel Is Airport,Great Keppel Island,Australia ,-23.18330002,150.9420013
YRRB,Roper Bar Airport,Roper Bar,Australia ,-14.734814,134.525485
YMRT,Mount Garnet Airport,Mount Garnet,Australia ,-17.70000076,145.1499939
YIFL,Innisfail Airport,Innisfail,Australia ,-17.55940056,146.0119934
KFZG,Fitzgerald Municipal Airport,Fitzgerald,EE.UU.,31.68370056,-83.27050018
OABN,Bamiyan Airport,Bamyan,Afganistán ,34.81700134,67.81700134
ZYBS,Changbaishan Airport,Baishan,China ,42.066944,127.602222
KRKP,Aransas County Airport,Rockport,EE.UU.,28.08679962,-97.04460144
YOOM,Moomba Airport,Moomba,Australia ,-28.09939957,140.1970062
EPLB,Lublin Airport,Lublin,Polonia ,51.240278,22.713611
KCKF,Crisp County Cordele Airport,Cordele,EE.UU.,31.98880005,-83.77390289
KOMN,Ormond Beach Municipal Airport,Ormond Beach,EE.UU.,29.30060005,-81.11360168
KTTD,Portland Troutdale Airport,Troutdale,EE.UU.,45.54940033,-122.401001
KHIO,Portland Hillsboro Airport,Hillsboro,EE.UU.,45.540401,-122.949997
SCIR,Robinson Crusoe Airport,San Juan Bautista,Chile ,-33.66500092,-78.92970276
VRMV,Villa Airport,Maamigili,Maldivas ,3.470555556,72.83583333
ZGLG,Lingling Airport,Yongzhou,China ,26.338661,111.610043
NK39,One Police Plaza Heliport,New York,EE.UU.,40.71260071,-73.99960327
YOLW,Onslow Airport,Onslow,Australia ,-21.66830063,115.112999
YTDR,Theodore Airport,Theodore,Australia ,-24.99329948,150.0930023
KBDN,Bend Municipal Airport,Bend,EE.UU.,44.09479904,-121.2009964
EGTF,Fairoaks Airport,Fairoaks,Reino Unido ,51.34809875,-0.558888972
K62S,Christmas Valley Airport,Christmas Valley,EE.UU.,43.23649979,-120.6660004
EDAN,Neustadt-Glewe Airport,Neustadt-Glewe,Alemania ,53.35972214,11.61527824
KBNO,Burns Municipal Airport,Burns,EE.UU.,43.59189987,-118.9550018
EDUW,Tutow Airport,Wildenrath,Alemania ,53.92194366,13.21888924
EDTG,Bremgarten Airport,Bremgarten,Alemania ,47.90277863,7.617777824
EDRB,Bitburg Airport,Birburg,Alemania ,49.945278,6.565
KS39,Prineville Airport,Prineville,EE.UU.,44.28699875,-120.9039993
KRBL,Red Bluff Municipal Airport,Red Bluff,EE.UU.,40.15069962,-122.2519989
LKVM,Letišt? Vysoké Mýto,Vysoke Myto,República Checa ,49.926899,16.185801
KDVO,Marin County Airport - Gnoss Field,Novato,EE.UU.,38.14360046,-122.5559998
KLKV,Lake County Airport,Lakeview,EE.UU.,42.16109848,-120.3990021
KTMK,Tillamook Airport,Tillamook,EE.UU.,45.41820145,-123.814003
KONO,Ontario Municipal Airport,Ontario,EE.UU.,44.02050018,-117.0139999
KDLS,Columbia Gorge Regional the Dalles Municipal Airport,The Dalles,EE.UU.,45.61849976,-121.1669998
KGAI,Montgomery County Airpark,Gaithersburg,EE.UU.,39.16830063,-77.16600037
KCVX,Charlevoix Municipal Airport,Charelvoix,EE.UU.,45.30479813,-85.27480316
KXFL,Flagler Executive Airport,Flagler,EE.UU.,29.4674,-81.206299
ZSYA,Yangzhou Taizhou Airport,Yangzhou,China ,32.5634,119.7198
KMVL,Morrisville Stowe State Airport,Morrisville,EE.UU.,44.5345993,-72.61399841
GUKU,Kissidougou Airport,Kissidougou,Guinea ,9.160559654,-10.12440014
KRBD,Dallas Executive Airport,Dallas,EE.UU.,32.68090057,-96.86820221
ZLTS,Tianshui Maijishan Airport,Tianshui,China ,34.55939865,105.8600006
MUKW,Kawama Airport,Kawama,Cuba ,23.12400055,-81.3015976
VRMO,Kooddoo Airport,Kooddoo,Maldivas ,0.7324,73.4336
KWST,Westerly State Airport,Washington County,EE.UU.,41.34960175,-71.80339813
EGTO,Rochester Airport,Rochester,Reino Unido ,51.35189819,0.503332973
SANR,Termas de Río Hondo international Airport,Rio Hondo,Argentina ,-27.4966,-64.93595
FYKT,Keetmanshoop Airport,Keetmanshoop,Namibia ,-26.53980064,18.1114006
ZUKD,Kangding Airport,Kangding,China ,30.1575,101.734722
KBID,Block Island State Airport,Block Island,EE.UU.,41.16809845,-71.57779694
PAGT,Nightmute Airport,Nightmute,EE.UU.,60.47100067,-164.701004
ZWTP,Turpan Jiaohe Airport,Turpan,China ,43.0308,89.0987
PAOO,Toksook Bay Airport,Toksook Bay,EE.UU.,60.54140091,-165.0870056
KBGE,Decatur County Industrial Air Park,Bainbridge,EE.UU.,30.9715004,-84.63739777
KSPZ,Silver Springs Airport,Silver Springs,EE.UU.,39.40299988,-119.2509995
EGAR,Rothera Research Station,Rothera Research Station,Reino Unido ,-67.5675,-68.12740278
KWHP,Whiteman Airport,Los Angeles,EE.UU.,34.25930023,-118.413002
KMAE,Madera Municipal Airport,Madera,EE.UU.,36.98860168,-120.1119995
FQCB,Cuamba Airport,Cuamba,Mozambique ,-14.815,36.529999
KAAF,Apalachicola Regional Airport,Apalachicola,EE.UU.,29.72750092,-85.02749634
UKKV,Zhytomyr Airport,Zhytomyr,Ucrania ,50.270556,28.738611
EYVP,Paluknys Airport,Paluknys,Lituania ,54.48484802,24.98737335
VCRI,Mattala Rajapaksa International Airport,Mattala,Sri Lanka ,6.284467,81.124128
KDQH,Douglas Municipal Airport,Douglas,EE.UU.,31.47669983,-82.86049652
KFPR,St Lucie County International Airport,Fort Pierce,EE.UU.,27.49510002,-80.36830139
